ID,Name,Address,Unit No,Postal Code,Primary Contact Last Name,Primary Contact First Name,Phone,Phone Ext,Industry,Employees at Facility,Latitude,Longitude,Number,Street,City,State,Country
24307,Stoddard Silencers Of Canada Inc,491 Brimley Road,1,M1J 1A4,Uhlman,Gary,416-291-4390,,All Other Misc. Fabricated Metal Product Mfg.,11,43.733966,-79.246607,491,Brimley Rd,Toronto,ON,CA
22664,Stone County Specialties Inc,1933 Leslie St,,M3B 2M3,Wayne,Evan,416-447-9664,,All Other Food Mfg.,8,43.757715,-79.360864,1933,Leslie St,Toronto,ON,CA
25545,Stonemill Bakehouse,365 Passmore Ave,,M1V 4B3,Koehl,Norbert,416-375-5767,226,Commercial Bakeries & Frozen Product Mfg.,85,43.828111,-79.258147,365,Passmore Ave,Toronto,ON,CA
22599,Stork Dry Cleaners Inc,3860 Bathurst St,,M3H 3N3,Lee,Fred,416-937-9842,,Coin-Operated Laundries & Dry Cleaners,3,43.740856,-79.435433,3860,Bathurst St,Toronto,ON,CA
24600,Studio Specialties Lld,289 Bridgeland Ave,100,M6A 1Z6,Roy,Patrick,514-932-6111,204,All Other Whl.,6,43.72325,-79.47193,289,Bridgeland Ave,Toronto,ON,CA
23377,Success Dry Cleaners,13 Drewry Ave,,M2M 1C9,Seol,Jaecheol,416-226-4384,,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),3,43.786728,-79.418121,13,Drewry Ave,Toronto,ON,CA
15304,Suedemaster Leather Cleaners,25 Connie St,,M6L 2H8,Maxwell,Brad,416-614-8000,,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),20,43.722273,-79.472905,25,Connie St,Toronto,ON,CA
22953,Summer's Sweet Memories,101 Yorkville Ave,12a,M5R 1C1,Tokey,Ron,905-827-9119,,Ice Cream & Frozen Dessert Mfg.,9,43.670547,-79.392317,101,Yorkville Ave,Toronto,ON,CA
23016,Summit Collision Carstar,33a Upton Rd,,M1L 2C1,Schmuck,Kyle,416-755-6423,,Automotive Glass Replacement Shops,3,43.718723,-79.27983,33,Upton Rd,Toronto,ON,CA
23313,Summit Collision Carstar 1999 Ltd,299 Yorkland Blvd,,M2J 1S5,Schmuck,Kyle,416-756-4044,,"Automotive Body, Paint & Interior R&M",8,43.773827,-79.333393,299,Yorkland Blvd,Toronto,ON,CA
509,Summit Retail Solutions,71 Melford Drive,,M1B 2G6,Rodgers,Gary,647-260-1092,,"Showcase, Partition, Shelving & Locker Mfg.",30,43.809451,-79.237397,71,Melford Dr,Toronto,ON,CA
25012,Sun Auto Service,1900 St Clair Avenue West,,M6N 1J8,Nguyen,Minh,416-657-0922,,General Automotive Repair,3,43.673612,-79.464183,1900,St Clair Ave W,Toronto,ON,CA
22424,Sun Hing Auto,77 Grange Ave,,M5T 1E2,He,Karvin,416-504-9792,,General Automotive Repair,2,43.651578,-79.398349,77,Grange Ave,Toronto,ON,CA
22316,Sun Lake Plastic Inc,109 Crockford Blvd,,M1R 3B7,Yeung,Sunny,416-752-0281,,All Other Plastic Product Mfg.,14,43.743835,-79.2897,109,Crockford Blvd,Toronto,ON,CA
21997,Sun Laundromat,3585 Lawrence Avenue East,6,M1G 1P4,Hyun,Gueono,647-206-6067,,Coin-Operated Laundries & Dry Cleaners,2,43.759472,-79.224133,3585,Lawrence Ave E,Toronto,ON,CA
24343,Sun Polishing And Plating Co Ltd,30 Nashville Avenue,,M6M 1J1,Horvatin,M Tony,416-653-9511,,"Coating, Engraving & Heat Treating Activities",19,43.682921,-79.477086,30,Nashville Ave,Toronto,ON,CA
22890,Sundance Services Limited,2220 Midland Ave,69,M1P 3E6,Mcgibbon,Jeff,416-291-5488,,Other Printing,2,43.774664,-79.277057,2220,Midland Ave,Toronto,ON,CA
485,Sunflower Kitchen Inc,770 Birchmount Rd,20,M1K 5H3,Jungreis,Eldad,416-751-0243,3,All Other Food Mfg.,15,43.726239,-79.276709,770,Birchmount Rd,Toronto,ON,CA
24748,Sunny Dry Cleaners,1255 The Queensway,,M8Z 1S1,Aghaziaee,Fatemeh,416-503-0141,,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),2,43.621128,-79.525109,1255,The Queensway,Toronto,ON,CA
23374,Sunny Lam Auto,62 Redlea Ave,,M6P 1Y7,Lam,Sunny,416-335-7881,,General Automotive Repair,1,43.82339,-79.305438,62,Redlea Ave,Toronto,ON,CA
23985,Sunny's Auto Clinic,2404 Danforth Ave,Rear,M4C 1K7,Gafur,Sunny,416-423-3838,,General Automotive Repair,1,43.687561,-79.305558,2404,Danforth Ave,Toronto,ON,CA
24246,Sunnybrook Health Sciences Centre,2075 Bayview Ave,,M4N 3M5,Berndt,Laura,416-480-6100,2572,General (exc. Paediatric) Hospitals,1,43.721938,-79.377875,2075,Bayview Ave,Toronto,ON,CA
25349,Sunrise Exhaust Ltd,135 Ormont Drive,10,M9L 1N6,Abdahli,Jawid,416-741-6651,,All Other Miscellaneous Mfg.,6,43.765201,-79.539261,135,Ormont Dr,Toronto,ON,CA
22319,Sunrise Records,4069 Gordon Baker Road,,M1W 2P3,Hammerschlag,Keith,416-498-6601,233,"Pre-Recorded Tape, CD & Record Stores",115,43.811006,-79.335742,4069,Gordon Baker Rd,Toronto,ON,CA
23400,Sunrise Soya Foods,21 Medulla Avenue,,M8Z 5L6,Cheung,Gus,416-233-2337,408,All Other Food Mfg.,75,43.621698,-79.545304,21,Medulla Ave,Toronto,ON,CA
449,Sunville Printco Inc,340 Consumers Road,,M2J 1P8,Siu,Rita,416-367-2112,,Other Printing,6,43.770823,-79.32765,340,Consumers Rd,Toronto,ON,CA
23356,Super Carstar Collision,14 Taber Road,,M9W 3A5,Chiummiento,Rob,416-743-2501,,"Automotive Body, Paint & Interior R&M",9,43.718999,-79.573481,14,Taber Rd,Toronto,ON,CA
24668,Super Dynamic Print Ltd,643 Bay St,,M5G 1M7,Tran,Vera,416-217-0330,,Office Supplies & Stationery Stores,4,43.657086,-79.383945,643,Bay St,Toronto,ON,CA
25028,Super Metal Recycling Equipment Inc,446 Birchmount Road,1,M1K 1M6,Lin,Marco,647-346-1689,,Recyclable Metal Whl.,13,43.704421,-79.26757,446,Birchmount Rd,Toronto,ON,CA
23812,Superfinish CoLtd,1203 Lawrence Ave West,,M6A 1E2,Bunting,Terry,416-323-9228,224,"Coating, Engraving & Heat Treating Activities",8,43.710893,-79.467886,1203,Lawrence Ave W,Toronto,ON,CA
23213,Superior Auto Centre Ltd,228 Norseman Street,,M8Z 2R4,Tsatsos,Daniel,416-236-1175,,"Automotive Body, Paint & Interior R&M",7,43.632281,-79.529073,228,Norseman St,Toronto,ON,CA
24024,Superior Automotive,32 Jutland Road,,M8Z 2G9,Teixeira,Paul,416-255-5405,,General Automotive Repair,3,43.627446,-79.525839,32,Jutland Rd,Toronto,ON,CA
24914,Superior Automotive,32 Jutland Rd,,M8Z 2G9,Teixeira,Paul,416-255-5405,,Automotive Parts & Accessories Stores,4,43.627446,-79.525839,32,Jutland Rd,Toronto,ON,CA
454,Superior Ideas Ltd,26 Racine Rd,,M9W 2Z3,Purnell,John,416-742-7391,,Wood Office Furniture Mfg.,12,43.71612,-79.574596,26,Racine Rd,Toronto,ON,CA
24234,Superior Pressing Cleaners,458 Dupont St,,M5R 1W6,Jeon,Jin Man,416-537-5211,,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),5,43.67356,-79.413643,458,Dupont St,Toronto,ON,CA
24594,Superior Tire And Auto,4300 Dufferin Street,,M3H 5R9,Minsker,Howard,416-635-9967,,Tire Dealers,5,43.76119,-79.465824,4300,Dufferin St,Toronto,ON,CA
24902,Superior Tire And Auto,4300 Dufferin St Toronto,,M3H 5R9,Minsker,Howard,416-635-9967,,Tire Dealers,6,43.76119,-79.465824,4300,Dufferin St,Toronto,ON,CA
24486,Supreme Calipers,325 Nantucket Blvd,15,M1P 4V5,Simon,Nazo,416-288-9172,,Other Automotive Mechanical & Electrical R&M,1,43.763136,-79.275668,325,Nantucket Blvd,Toronto,ON,CA
25473,Supreme Food Equipment Co Ltd,31 Melford Dr,9,M1B 2G6,Tsang,Sunny,416-299-6128,,Steel Wire Drawing,16,43.807748,-79.236088,31,Melford Dr,Toronto,ON,CA
24890,Supreme Food Equipment Co Ltd,31 Melford Dr,9,M1B 2G6,Tsang,Sunny,416-299-6128,,All Other Miscellaneous Mfg.,17,43.807748,-79.236088,31,Melford Dr,Toronto,ON,CA
22349,Supreme Quilting,100 Marmora Street,,M9M 2X5,Granot,Ilit,416-534-1178,,Mattress Mfg.,42,43.719634,-79.527806,100,Marmora St,Toronto,ON,CA
23389,Supreme Tooling Group,2 Norelco Drive,,M9L 2X6,Sorrentino,Enzo,416-246-1782,,Rubber & Plastics Industry Machinery Mfg.,146,43.760383,-79.534327,2,Norelco Dr,Toronto,ON,CA
23405,Surati Sweet Mart Limited,26 Carnforth Road ,1,M4A 2K7,Daspurkayastha,Ajoy,416-752-3366,,Cookie & Cracker Mfg.,45,43.738615,-79.316829,26,Carnforth Rd,Toronto,ON,CA
23563,Suri Doan Laundromat Inc,468 Gerrard Street East,,M6B 3X4,Nguyen,Peter,416-826-9673,,Coin-Operated Laundries & Dry Cleaners,2,43.663762,-79.359946,468,Gerrard St E,Toronto,ON,CA
24739,Susan B Chartrand,71 Finchdene Square,,M1X 1A7,Chartrand,Susan,416-609-9606,,Machine Shops,11,43.817644,-79.23173,71,Finchdene Sq,Toronto,ON,CA
25093,Sutton River Trading Co Ltd,54 Junction Rd,,M6N 1B6,Topornicki,Tim,416-930-0772,,"Piece Goods, Notions & Other Dry Goods Whl.",1,43.668217,-79.464988,54,Junction Rd,Toronto,ON,CA
24601,Svend Nielsen Ltd,55 Penn Drive,,M9L 2A6,Hatoum,Lafi,416-749-0131,,Other Millwork,19,43.751878,-79.557715,55,Penn Dr,Toronto,ON,CA
24066,Swan Printing Lithograph Ltd,95 Norfinch Drive,,M3N 1W8,Kumar,Ajay,416-744-0322,,Other Printing,8,43.760509,-79.528747,95,Norfinch Dr,Toronto,ON,CA
22327,Sweet Maple Candies,33 Penn Drive,,M9L 2A6,Pham,John,416-740-6816,226,Non-Chocolate Confectionery Mfg.,25,43.751353,-79.55598,33,Penn Dr,Toronto,ON,CA
21881,Sweet Maple Candies Company Ltd,31 PENN DR,,M9L 2A6,PHAM,John,416-740-6816,226,Sugar Mfg.,25,43.751287,-79.555839,31,Penn Dr,Toronto,ON,CA
22159,Sweets From The Earth,43 Mulock Ave,,M6N 3C3,Kadonoff,Ilana,647-436-2004,,Commercial Bakeries & Frozen Product Mfg.,12,43.669255,-79.464609,43,Mulock Ave,Toronto,ON,CA
22895,Swiss Print International,37 Enterprise Road,37,M9W 1C4,Hildenbrand,Kavita,416-249-1961,,Other Printing,23,43.697676,-79.568266,37,Enterprise Rd,Toronto,ON,CA
25191,Syd Lerer,2175 Sheppard Ave East,111,M2J 1W8,Lerer,Syd,416-494-1522,,Quick Printing,6,43.774214,-79.330932,2175,Sheppard Ave E,Toronto,ON,CA
24801,Sylvan Upholstery Co Ltd,82 Signet Dr.,,M9L 1T2,Russo,Bruno,416-787-1637,,All Other Home Furnishings Stores,16,43.759467,-79.53941,82,Signet Dr,Toronto,ON,CA
22743,Sylvia Cai,4455 Sheppard Ave E,,M1S 3G9,Cai,Fanny,416-298-1000,,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),2,43.787499,-79.266712,4455,Sheppard Ave E,Toronto,ON,CA
24643,Syngrafii Inc,24 Seaforth Avenue,,M6K 1N5,Gibson,Matthew,416-534-2020,,Data Processing Services,4,43.643571,-79.434504,24,Seaforth Ave,Toronto,ON,CA
549,T  L Plastic Industries Ltd,225 Nugget Avenue,5,M1S 3L2,Tso,Joseph,416-388-8788,,Plastics Bag Manufacturing,4,43.79467,-79.251687,225,Nugget Ave,Toronto,ON,CA
24130,T Avram Industrial Equipment Ltd,77 Milvan Drive,,M9L 1Y8,Gera,Viorica,416-749-1190,,All Other General-Purpose Machinery Mfg.,9,43.755205,-79.557485,77,Milvan Dr,Toronto,ON,CA
25267,T Force Integrated Services,96 Disco Road,,M9W 0A3,Lelli,Maurizio,416-679-7979,,"General Trucking, Long Distance, LTL",300,43.701764,-79.59769,96,Disco Rd,Toronto,ON,CA
25408,T LIPSON AND SONS LTD,190 Norseman St,,M8Z 2R4,UL HAQ,INAAM,416-236-3114,236,All Other Cut & Sew Clothing Mfg.,70,43.633546,-79.524703,190,Norseman St,Toronto,ON,CA
24158,TAB Products Co,130 Sparks Ave,,M2H 2S4,Yanch,Mike,416-497-1585,259,Stationery Product Mfg.,90,43.807001,-79.345406,130,Sparks Ave,Toronto,ON,CA
24774,TAYARA AUTO,225 New Toronto Street ,,M8V 2G3,TAYARA,BILAL,647-430-5764,,General Automotive Repair,1,43.603891,-79.518906,225,New Toronto St,Toronto,ON,CA
24871,TBird Muffler Auto Service,146 Toryork Dr,2,M9L 1X6,Ngo,Thien,416-746-1870,,General Automotive Repair,2,43.758181,-79.554513,146,Toryork Dr,Toronto,ON,CA
25244,TBird Muffler Auto Service,146 Toryork Dr,2,M9L 1X6,Ngo,Thien,416-746-1870,,General Automotive Repair,2,43.758181,-79.554513,146,Toryork Dr,Toronto,ON,CA
21859,TC Applied Technologies,156 Duncan Mill Road,1A,M3B 3N2,Saffer,Steven,416-444-1394,,"All Other Prof., Scientific & Tech. Services",3,43.762823,-79.357762,156,Duncan Mill Rd,Toronto,ON,CA
25006,TECLED ENTERPRISE CANADA INC,512 GORDON BAKER ROAD,,M2H 3B4,Song,Jerry,416-495-8811,228,Electrical Wiring & Construction Supplies Whl,2,43.810131,-79.344046,512,Gordon Baker Rd,Toronto,ON,CA
507,TI Group,115 Thorncliffe Park Drive,,M4H 1M1,Smith,David,416-649-8315,,Other Printing,250,43.709375,-79.344221,115,Thorncliffe Park Dr,Toronto,ON,CA
25565,TLC Cleaners,1521 Yonge St,,M4T 1Z2,CHO,KANG YUN,416-966-1521,,"All Other Misc. Store Retailers, n.e.c.",2,43.689628,-79.394433,1521,Yonge St,Toronto,ON,CA
24872,TLIPSON Sons Ltd,190 Norseman Street,,M8Z 2R4,LIPSON,JORDAN,416-236-3114,226,Men's & Boys' Cut & Sew Shirt Mfg.,85,43.633546,-79.524703,190,Norseman St,Toronto,ON,CA
22901,TMR Auto Service Inc,709 Fenmar Drive,,M9L 1C8,Manivannan,Tamilarasi,416-746-1600,,General Automotive Repair,1,43.764128,-79.561334,709,Fenmar Dr,Toronto,ON,CA
24836,TN Discovery,793 Warden Ave,,M1L 4C4,Ghougamanian,Garen,416-298-9578,,Other Warehousing & Storage,1,43.727162,-79.28703,793,Warden Ave,Toronto,ON,CA
373,TNT Autotech Inc,230 Pellatt Avenue  ,3,M9N 2P6,Teisler,Diana,416-247-0399,,General Automotive Repair,1,43.71416,-79.523526,230,Pellatt Ave,Toronto,ON,CA
24492,TNT Tools Inc,4478 CHESSWOOD DRIVE,11,M3J 2B9,D'Andrea,Nino,416-398-9446,221,Machine Shops,7,43.762959,-79.477619,4478,Chesswood Dr,Toronto,ON,CA
24809,TO Automotive 1997 Ltd,7 Penn Drive,,M9L 2A6,Buttice,Onofrio,416-744-8734,,Automotive Parts & Accessories Stores,7,43.750895,-79.553853,7,Penn Dr,Toronto,ON,CA
25201,TONG YONG STAINLESS STEEL FOOD SERVICE EQUIPMENT INC,4490 SHEPPARD AVENUE EAST,7,M1S 4J9,TAN,WEI SHENG,416-321-8860,,All Other Miscellaneous Mfg.,7,43.789266,-79.266268,4490,Sheppard Ave E,Toronto,ON,CA
25202,TONG YONG STAINLESS STEEL FOOD SERVICE EQUIPMENT INC,4490 SHEPPARD AVENUE EAST,7,M1S 4J9,TAN,WEI SHENG,416-321-8860,,All Other Miscellaneous Mfg.,7,43.789266,-79.266268,4490,Sheppard Ave E,Toronto,ON,CA
24237,TS Tech Trimont Mfg Inc,115 Milner Avenue,,M1S 4L7,Ganuelas,Flora,416-640-2045,53041,Motor Vehicle Seating and Interior Trim Mfg.,264,43.784288,-79.247869,115,Milner Ave,Toronto,ON,CA
24202,TSB Solutions Inc,5399 Eglinton Ave W,,M9C 5K6,Kirwan,David,416-622-7010,,Other Communications Equipment Mfg.,5,43.663051,-79.589627,5399,Eglinton Ave W,Toronto,ON,CA
24933,Tallia Auto Sales Repair Ltd,190 Milvan Drive,10,M9L 1Z9,Tallia,Eisho,416-742-4447,,General Automotive Repair,1,43.75936,-79.566463,190,Milvan Dr,Toronto,ON,CA
24986,Tana Printing,633 Vaughan Road,,M6C 2R4,Tizazu,Nebiyu,416-654-2020,,Digital Printing,2,43.69266,-79.440536,633,Vaughan Rd,Toronto,ON,CA
24195,Tang Auto Repair Inc,1200 Queen St E,,M4M 1L7,Ho,Tang,416-466-7271,,General Automotive Repair,2,43.663314,-79.3311,1200,Queen St E,Toronto,ON,CA
22793,Tanks R Us,71 Portland Street,,M8Y 1A6,Schurm,Glenn,416-253-7070,,Used Motor Vehicle Parts & Accessories Whl.,1,43.620045,-79.494487,71,Portland St,Toronto,ON,CA
292,TasteECakes,62 Cassandra Blvd,3,M3A 1S6,Smith,Jeffrey,416-449-1118,,Retail Bakeries,1,43.747281,-79.331244,62,Cassandra Blvd,Toronto,ON,CA
22081,Tata Auto Electric,38 Eddystone Ave,,M3N 1H4,Singh,Satnam,416-740-5555,,MV Electrical & Electronic Equipment Mfg.,3,43.747042,-79.525921,38,Eddystone Ave,Toronto,ON,CA
25032,Tayco Panelink Ltd,400 Norris Glen Road,,M9C 1H5,SINGH,SUNNY,416-252-8000,3328,Office Furniture (except Wood) Mfg.,160,43.623259,-79.555472,400,Norris Glen Rd,Toronto,ON,CA
23258,Taylor's Cleaners,2489 Bloor Street West,,M6S 1R6,KWON,BYUNG JAE,416-604-1259,,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),3,43.64764,-79.486547,2489,Bloor St W,Toronto,ON,CA
22605,Tech Lan Ca Auto,90 HYMUS RD,7,M1L 2C9,Fernando,Harold,647-378-9242,,General Automotive Repair,3,43.720305,-79.28247,90,Hymus Rd,Toronto,ON,CA
58,TecniGlas A Division Of ProScience Inc,92 Railside Road,,M3A 1A3,Gomes,Anne,416-446-6411,,"Paint, Glass & Wallpaper Whl.",18,43.736053,-79.324813,92,Railside Rd,Toronto,ON,CA
601,Teknion Limited,1250 Alness Street,,M3J 3M8,Konstantakopoulos,Theodora,416-661-1577,2823,Office Furniture (except Wood) Mfg.,200,43.782258,-79.479372,1250,Alness St,Toronto,ON,CA
600,Teknion Limited,570 Petrolia Road,,M3J 2W3,Konstantakopoulos,Theodora,416-661-1577,2823,Office Furniture (except Wood) Mfg.,212,43.774968,-79.488907,570,Petrolia Rd,Toronto,ON,CA
599,Teknion Limited,1150 Flint Road,,M3J 2J5,Wagner,Mark,416-661-1577,2317,Office Furniture (except Wood) Mfg.,585,43.779183,-79.482702,1150,Flint Rd,Toronto,ON,CA
24441,Tekran Instruments Corp,330 Nantucket Blvd,,M1P 2P4,Eiras,Gabe,416-449-3084,224,"Measuring, Medical & Controlling Devices Mfg.",22,43.76267,-79.277428,330,Nantucket Blvd,Toronto,ON,CA
22269,Tekwood,575 Canarctic Drive,,M3J 2P9,Wolfe,Richard,416-665-7802,,Particle Board & Fibreboard Mills,104,43.777545,-79.484304,575,Canarctic Dr,Toronto,ON,CA
608,Tekwood a Division of Teknion Canada Ltd,607 Canarctic Drive,,M3J 2P9,Wolfe,Richard,416-665-7802,,Wood Office Furniture Mfg.,110,43.778976,-79.485041,607,Canarctic Dr,Toronto,ON,CA
22006,Telco Auto Repair,7 Elrose Ave,,M9M 2H6,Jassy,Kuldip Singh,416-746-4527,,General Automotive Repair,1,43.718095,-79.525411,7,Elrose Ave,Toronto,ON,CA
602,Tempo Aerospace Inc,205 Fenmar Drive,,M9L 2X4,Chapman,Sean,416-746-2233,,Paint & Coating Mfg.,19,43.761349,-79.554263,205,Fenmar Dr,Toronto,ON,CA
25533,Terrapure Environmental,55 Vulcan St,,M9W 1L3,McLean,Ian,416-245-1406,,Waste Collection,21,43.703433,-79.581484,55,Vulcan St,Toronto,ON,CA
25937,Teskey Concrete Co Corp Murray Road RMC,54 & 62 Murray Road,,M3K 1T2,Capizzo,Daniel,416-435-1173,,Ready-Mix Concrete Mfg.,52,43.70011,-79.4163,,,Toronto,ON,CA
24057,Teskey Concrete Company Corp,20 Murray Rd,,M3K 1T2,Remnant,Mark,416-638-0340,109,Ready-Mix Concrete Mfg.,58,43.730868,-79.472957,20,Murray Rd,Toronto,ON,CA
24906,Tessuti Uno,320 Davenport Road,,M5R 1K6,Marshall,Malcolm,416-922-0126,,Linen & Other Textile Furnishings Whl.,2,43.674908,-79.400745,320,Davenport Rd,Toronto,ON,CA
25109,Teti Bakery Inc,27 Signal Hill Avenue,,M9W 6V8,Barillari,Frank,416-798-8777,,Commercial Bakeries & Frozen Product Mfg.,75,43.751069,-79.623499,27,Signal Hill Ave,Toronto,ON,CA
24218,Teva Canada Ltd,30 Novopharm Court,,M1B 2K9,Lovacev,Fanche,416-940-6458,,Packaging & Labelling Services,600,43.789193,-79.229642,30,Novopharm Ct,Toronto,ON,CA
23491,Texsel Vehicle Maintenance,805 Middlefield Road,5,M1V 4Z6,Gonsalves,Dexter,416-293-8622,,General Automotive Repair,2,43.822338,-79.262064,805,Middlefield Rd,Toronto,ON,CA
23743,Textile Manufacturing Co Ltd And Cheslow Specialties,1384 Dufferin St,,M6H 4C8,Welch,Trevor,416-534-7967,,Narrow Fabric Mills & Schiffli Embroidery,20,43.669716,-79.439967,1384,Dufferin St,Toronto,ON,CA
25513,The  Printing House Branch 300,66 Welllington Street West TD Centre Concourse Level,E004,M5K 1H1,Drummond,Jesse,416-366-6208,,Other Printing,1,43.647231,-79.381225,66,Wellington St W,Toronto,ON,CA
23255,The Arthur Press Ltd,162 Norfinch Drive,,M3N 1X6,Thorn,Jeremy,416-663-6001,107,Other Printing,26,43.765872,-79.531107,162,Norfinch Dr,Toronto,ON,CA
271,The Brothers Markle Inc,3530 Pharmacy Avenue,1,M1W 2S7,Markle,Sam,416-495-9888,,Sign Mfg.,10,43.811057,-79.334345,3530,Pharmacy Ave,Toronto,ON,CA
24452,The Copy Place,720 Spadina Av,103,M5S 2T9,Law,Patrick,416-961-2679,,All Other Personal Services,1,43.665291,-79.403621,720,Spadina Ave,Toronto,ON,CA
22071,The Dawes Road Cemeteries,3169 St Clair Ave East,,M1L 1V5,Hamburger,Benjamin,416-755-3411,,Cemeteries & Crematoria,6,43.710546,-79.287499,3169,St Clair Ave E,Toronto,ON,CA
22833,The Dry Cleaner,50 Musgrave St,,M4E 3W2,Lee,Jaeseung,647-298-0155,,Coin-Operated Laundries & Dry Cleaners,4,43.687999,-79.288222,50,Musgrave St,Toronto,ON,CA
24529,The Dry Cleaner,396 St Clair Ave W,,M5P 3N3,Xhang,Helen,416-651-4417,,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),5,43.683806,-79.415355,396,St Clair Ave W,Toronto,ON,CA
22104,The Dry Cleaners,1755 Brimley Road,,M1P 0A3,KIM,SUNMIN,647-270-9993,,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),2,43.77816,-79.263321,1755,Brimley Rd,Toronto,ON,CA
23119,The Dry Cleaners Jarvis,10 Lower Jarvis St,,M5E 1Z2,Kim,Hyuny Young,647-880-9008,,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),4,43.644491,-79.369878,10,Lower Jarvis St,Toronto,ON,CA
22032,The Edge Screen Studio Inc,1903 Leslie St,,M3B 2M3,Goldstein,Shirley,416-462-1474,,Commercial Screen Printing,6,43.756985,-79.360693,1903,Leslie St,Toronto,ON,CA
25330,The Exhibit Store,120 McLevin Ave,5,M1B 3E9,Aprile,Vince,416-754-0090,22,Other Building Interior Finishing Work,6,43.802901,-79.23613,120,McLevin Ave,Toronto,ON,CA
24588,The Exhibit Store,120 McLevin Ave,5,M1B 3E9,Aprile,Vince,416-754-0090,22,Hardwood Veneer & Plywood Mills,3,43.802901,-79.23613,120,McLevin Ave,Toronto,ON,CA
22955,The Fern Group Ltd,176 Toryork Drive,,M9L 1X6,Miles,Howard,416-749-0480,203,All Other Whl.,9,43.759988,-79.556737,176,Toryork Dr,Toronto,ON,CA
22137,The Home Door Inc,65 Wickware Gate,2,M1P 4Z1,Krish,Logan,416-282-5239,,Metal Window & Door Mfg.,4,43.753504,-79.273337,65,Wickware Gt,Toronto,ON,CA
24384,The Hospital For Sick Children,555 University Avenue,,M5G 1X8,Arizo,Edison,416-813-7650,,Paediatric Hospitals,6000,43.657372,-79.387438,555,University Ave,Toronto,ON,CA
25041,The Hospital For Sick Children,555 University Avenue,,M5G 1X8,Arizo,Edison,416-813-7650,,General (exc. Paediatric) Hospitals,9600,43.657372,-79.387438,555,University Ave,Toronto,ON,CA
177,The Incredible Printing Company,30 St Regis Cr N,,M3J 1Z2,Schwartz,Pauline,416-630-5200,,Other Printing,40,43.756396,-79.485068,30,St Regis Cres N,Toronto,ON,CA
466,The International Group Inc,50 Salome Drive,,M1S 2A8,Kanellos,Peter,416-293-4151,,Other Petroleum & Coal Products Mfg.,150,43.784885,-79.275223,50,Salome Dr,Toronto,ON,CA
24874,The Korea Times Ltd,287 Bridgeland Avenue,,M6A 1Z6,Kim,Tom,416-787-4201,261,Head Offices,20,43.723281,-79.470892,287,Bridgeland Ave,Toronto,ON,CA
25190,The Korea Times Ltd,287 Bridgeland Ave,,M6A 1Z6,Kim,Lawrence,416-787-1111,210,Newspaper Publishers,20,43.723281,-79.470892,287,Bridgeland Ave,Toronto,ON,CA
25520,The Park Avenue Cleaners,818 Eastern Avenue,2,M4L 1A1,Makrygiannis,John,416-466-1558,,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),6,43.661892,-79.329099,818,Eastern Ave,Toronto,ON,CA
24035,The Print Source,8 Jopling Ave S,,M9B 3P5,Smith,Ron,416-239-0801,,Photographic Services,2,43.64027,-79.539393,8,Jopling Ave S,Toronto,ON,CA
25352,The Printing House Branch 027,858 King Street West,,M5V 1P1,Matthews,Brian,416-865-1660,,Digital Printing,4,43.64293,-79.408877,858,King St W,Toronto,ON,CA
23096,The Printing House Limited,220 Bay Street Unit 4,,M5J 2W4,Duell,Yoshiki,416-306-9906,,Other Printing,4,43.647447,-79.380118,220,Bay St,Toronto,ON,CA
23078,The Printing House Limited,200 Yorkland Boulevard,Suite 100,M2J 5C1,Williamson,Adrian,416-494-2579,,Other Printing,5,43.771418,-79.335147,200,Yorkland Blvd,Toronto,ON,CA
23105,The Printing House Limited,2200 Yonge Street 2nd Floor Concourse,,M4S 2C6,Stark,Christina,416-482-2260,,Other Printing,4,43.706041,-79.398551,2200,Yonge St,Toronto,ON,CA
23056,The Printing House Limited,66 Wellington Street West Unit 0010 TD Centre Concourse Level,10,M5K 1H1,Duell,Yoshiki,416-363-1101,,Other Printing,17,43.647231,-79.381225,66,Wellington St W,Toronto,ON,CA
23082,The Printing House Limited,77 King Street West,Unit 058,M5K 1A1,McLoughlin,Kevin,416-363-1543,,Other Printing,4,43.647867,-79.382059,77,King St W,Toronto,ON,CA
23080,The Printing House Limited Branch 001,26 Wellington Street East,,M5E 1S2,Hodgson,Jordan,416-364-9158,,Other Printing,5,43.648515,-79.375847,26,Wellington St E,Toronto,ON,CA
23067,The Printing House Limited Branch 003,100 King Street West First Canadian Place Concourse Level,PO Box 254,M5X 1C8,Goberdhan,Delvin,416-366-8884,,Other Printing,7,43.648778,-79.381714,100,King St W,Toronto,ON,CA
23069,The Printing House Limited Branch 008,365 Evans Avenue,Suite 103,M8Z 1K2,Lorusso,Sebastian,416-703-6936,,Other Printing,4,43.615669,-79.522967,365,Evans Ave,Toronto,ON,CA
